patent,kind,claims,apptype,appnum,gdate,appdate
08341914,B2,23,,12910138,20130101,20101022
08341915,B2,14,,11575600,20130101,20051021
08341916,B2,10,,13275002,20130101,20111017
08341917,B2,10,,12783659,20130101,20100520
08341918,B2,16,,13236205,20130101,20110919
08341919,B2,14,,13210585,20130101,20110816
08341920,B2,15,,12184536,20130101,20080801
08341921,B2,16,,12585174,20130101,20090908
08341922,B2,6,,12571533,20130101,20091001
08341923,B2,15,,12170258,20130101,20080709
08341924,B2,11,,11989542,20130101,20060713
08341925,B2,13,,12523022,20130101,20071029
08341926,B2,7,,13186671,20130101,20110720
08341927,B2,3,,13550228,20130101,20120716
08341928,B2,17,,13369897,20130101,20120209
08341929,B2,9,,13463909,20130101,20120504
08341930,B1,18,,12776958,20130101,20100510
08341931,B2,4,,12713992,20130101,20100226
08341932,B2,16,,12407309,20130101,20090319
08341933,B2,7,,12846728,20130101,20100729
08341934,B2,21,,12280693,20130101,20061207
08341935,B2,12,,12779517,20130101,20100513
08341936,B2,17,,12958168,20130101,20101201
08341937,B2,22,,11717784,20130101,20070314
08341938,B2,6,,12815484,20130101,20100615
08341939,B2,6,,12511690,20130101,20090729
08341940,B2,14,,12146871,20130101,20080626
08341941,B2,13,,12522183,20130101,20080702
08341942,B2,5,,12604522,20130101,20091023
08341943,B2,5,,11919929,20130101,20060424
08341944,B2,13,,12719308,20130101,20100308
08341945,B2,20,,12496009,20130101,20090701
08341946,B2,18,,12569755,20130101,20090929
08341947,B2,26,,12638533,20130101,20091215
08341948,B2,18,,12369820,20130101,20090212
08341949,B2,18,,12474865,20130101,20090529
08341950,B2,20,,12175886,20130101,20080718
08341951,B2,9,,12612134,20130101,20091104
08341952,B2,15,,12590287,20130101,20091104
08341953,B2,14,,12612296,20130101,20091104
08341954,B2,14,,12488955,20130101,20090622
08341955,B2,20,,12803181,20130101,20100621
08341956,B2,9,,12431611,20130101,20090428
08341957,B2,18,,13068532,20130101,20110514
08341958,B2,22,,11782939,20130101,20070725
08341959,B2,16,,13190697,20130101,20110726
08341960,B2,9,,12414041,20130101,20090330
08341961,B2,20,,12387430,20130101,20090501
08341962,B2,19,,12464497,20130101,20090512
08341963,B2,7,,12041115,20130101,20080303
08341964,B2,21,,12606761,20130101,20091027
08341965,B2,26,,10876789,20130101,20040624
08341966,B2,40,,12311955,20130101,20071009
08341967,B2,15,,12707805,20130101,20100218
08341968,B2,26,,12464593,20130101,20090512
08341969,B2,19,,12811373,20130101,20090119
08341970,B2,7,,12394837,20130101,20090227
08341971,B2,14,,12452023,20130101,20080520
08341972,B2,12,,12518542,20130101,20071008
08341973,B2,20,,12653382,20130101,20091214
08341974,B2,12,,12547038,20130101,20090825
08341975,B2,11,,12927672,20130101,20101122
08341976,B2,13,,12845066,20130101,20100728
08341977,B2,12,,12460363,20130101,20090717
08341978,B2,21,,12880289,20130101,20100913
08341979,B2,9,,12474689,20130101,20090529
08341980,B2,31,,13312217,20130101,20111206
08341981,B2,18,,12292561,20130101,20081120
08341982,B2,19,,12453839,20130101,20090522
08341983,B2,12,,13239416,20130101,20110922
08341984,B2,20,,12473020,20130101,20090527
08341985,B2,23,,13285400,20130101,20111031
08341986,B2,8,,12816786,20130101,20100616
08341987,B2,13,,11968709,20130101,20080103
08341988,B2,8,,13037201,20130101,20110228
08341989,B1,15,,13087015,20130101,20110414
08341990,B2,10,,12579558,20130101,20091015
08341991,B2,16,,12734047,20130101,20081008
08341992,B2,14,,12774242,20130101,20100505
08341993,B2,6,,12513845,20130101,20071101
08341994,B2,9,,12736872,20130101,20090521
08341995,B2,20,,12761571,20130101,20100416
08341996,B2,9,,12161913,20130101,20070116
08341997,B2,10,,12453824,20130101,20090522
08341998,B2,12,,12765151,20130101,20100422
08341999,B2,3,,12294153,20130101,20070326
08342000,B2,18,,12357496,20130101,20090122
08342001,B2,20,,12814444,20130101,20100612
08342002,B2,15,,12987220,20130101,20110110
08342003,B2,3,,12913302,20130101,20101027
08342004,B2,7,,13443514,20130101,20120410
08342005,B2,47,,12628952,20130101,20091201
08342006,B2,14,,12518850,20130101,20071127
08342007,B2,19,,12703668,20130101,20100210
08342008,B2,7,,12187430,20130101,20080807
08342009,B2,21,,13104583,20130101,20110510
08342010,B2,20,,12957626,20130101,20101201
08342011,B2,3,,12742734,20130101,20081118
08342012,B2,7,,12973135,20130101,20101220
08342013,B2,7,,12364065,20130101,20090202
08342015,B2,8,,13079349,20130101,20110404
08342016,B2,18,,12668875,20130101,20080605
08342017,B1,20,,12908032,20130101,20101020
08342018,B2,6,,12847881,20130101,20100730
08342019,B2,6,,12788935,20130101,20100527
08342020,B2,8,,12433283,20130101,20090430
08342021,B2,10,,12705764,20130101,20100215
08342022,B2,18,,12225009,20130101,20070312
08342023,B2,12,,12451963,20130101,20080328
08342024,B2,13,,12581670,20130101,20091019
08342025,B2,28,,12776178,20130101,20100507
08342026,B2,4,,12479935,20130101,20090608
08342027,B2,20,,13197465,20130101,20110803
08342028,B2,5,,12816571,20130101,20100616
08342029,B2,3,,12571844,20130101,20091001
08342030,B1,12,,12910444,20130101,20101022
08342031,B2,19,,12606022,20130101,20091026
08342032,B2,11,,12663090,20130101,20080604
08342033,B2,12,,12663867,20130101,20080610
08342034,B2,16,,12631659,20130101,20091204
08342035,B2,8,,12767039,20130101,20100426
08342036,B2,28,,12674498,20130101,20080822
08342037,B2,12,,12889711,20130101,20100924
08342038,B2,55,,13105483,20130101,20110511
08342039,B2,15,,12723454,20130101,20100312
08342040,B2,2,,12459803,20130101,20090708
08342041,B2,17,,12503365,20130101,20090715
08342042,B2,26,,12777951,20130101,20100511
08342043,B2,18,,12652433,20130101,20100105
08342044,B2,20,,12702116,20130101,20100208
08342045,B2,1,,10471490,20130101,20020311
08342046,B2,4,,12363186,20130101,20090130
08342047,B1,16,,12212174,20130101,20080917
08342048,B2,40,,12681910,20130101,20081008
08342049,B2,46,,12681918,20130101,20081008
08342050,B2,14,,12681936,20130101,20081008
08342051,B2,13,,12803499,20130101,20100629
08342052,B2,9,,12506003,20130101,20090720
08342053,B2,6,,12481150,20130101,20090609
08342054,B2,20,,12693329,20130101,20100125
08342055,B2,10,,13093101,20130101,20110425
08342056,B2,7,,11988656,20130101,20060713
08342057,B2,6,,12832646,20130101,20100708
08342058,B2,6,,11770085,20130101,20070628
08342059,B2,17,,12713501,20130101,20100226
08342060,B2,5,,13011007,20130101,20110121
08342061,B2,20,,12541717,20130101,20090814
08342062,B2,15,,12884266,20130101,20100917
08342063,B2,21,,12646335,20130101,20091223
08342064,B2,5,,12880173,20130101,20100913
08342065,B2,13,,12940496,20130101,20101105
08342066,B2,9,,12585137,20130101,20090904
08342067,B2,8,,12569697,20130101,20090929
08342068,B2,20,,12396161,20130101,20090302
08342069,B2,14,,12906443,20130101,20101018
08342070,B2,19,,12237338,20130101,20080924
08342071,B2,15,,12470104,20130101,20090521
08342072,B2,8,,13176693,20130101,20110705
08342073,B2,22,,12510014,20130101,20090727
08342074,B1,26,,13112590,20130101,20110520
08342075,B2,15,,13419202,20130101,20120313
08342076,B2,27,,12341221,20130101,20081222
08342077,B1,19,,12462627,20130101,20090806
08342078,B2,7,,12133107,20130101,20080604
08342079,B2,13,,12596594,20130101,20080417
08342080,B2,4,,12592893,20130101,20091204
08342081,B2,2,,12433946,20130101,20090501
08342082,B2,11,,12498369,20130101,20090707
08342083,B2,11,,12654022,20130101,20091208
08342084,B2,16,,12782778,20130101,20100519
08342085,B2,9,,10582591,20130101,20041214
08342086,B2,19,,12733623,20130101,20080912
08342087,B2,9,,13161908,20130101,20110616
08342088,B2,13,,12173481,20130101,20080715
08342089,B2,44,,12278821,20130101,20070206
08342090,B2,6,,12656114,20130101,20100119
08342091,B2,4,,12755323,20130101,20100406
08342092,B2,15,,12313565,20130101,20081121
08342093,B2,14,,13098777,20130101,20110502
08342094,B2,19,,12603996,20130101,20091022
08342095,B2,28,,12445859,20130101,20071017
08342096,B2,14,,12280598,20130101,20070221
08342097,B1,25,,12939785,20130101,20101104
08342098,B2,33,,11450821,20130101,20060612
08342099,B2,15,,12679359,20130101,20080918
08342100,B2,10,,13014717,20130101,20110127
08342101,B2,8,,12827437,20130101,20100630
08342102,B2,13,,13467137,20130101,20120509
08342103,B2,18,,13411843,20130101,20120305
08342104,B2,1,,13018074,20130101,20110131
08342105,B2,12,,12715077,20130101,20100301
08342106,B2,27,,13275600,20130101,20111018
08342107,B2,27,,13220527,20130101,20110829
08342108,B2,7,,13461489,20130101,20120501
08342109,B2,20,,12816526,20130101,20100616
08342110,B2,20,,12625616,20130101,20091125
08342111,B2,9,,12382475,20130101,20090317
08342112,B2,7,,12847550,20130101,20100730
08342113,B2,25,,12543293,20130101,20090818
08342114,B2,2,,11995823,20130101,20060808
08342115,B2,10,,12678460,20130101,20080922
08342116,B1,19,,13199248,20130101,20110824
08342117,B2,6,,12734264,20130101,20081031
08342118,B2,13,,12455352,20130101,20090601
08342119,B2,2,,11870285,20130101,20071010
08342120,B2,25,,12404398,20130101,20090316
08342121,B2,5,,12056567,20130101,20080327
08342122,B2,12,,12367450,20130101,20090206
08342123,B2,31,,12225452,20130101,20070322
08342124,B2,8,,12739423,20130101,20081117
08342125,B2,13,,12584480,20130101,20090904
08342126,B2,27,,12708392,20130101,20100218
08342127,B2,14,,12807527,20130101,20100907
08342128,B2,25,,12862754,20130101,20100824
08342129,B2,9,,12660089,20130101,20100219
08342130,B2,28,,12864182,20130101,20090116
08342131,B2,7,,12606625,20130101,20091027
08342132,B2,2,,11870995,20130101,20071011
08342133,B2,20,,13233123,20130101,20110915
08342134,B2,19,,11754994,20130101,20070529
08342135,B2,8,,12137536,20130101,20080611
08342136,B2,4,,11660298,20130101,20050812
08342137,B1,4,,13051818,20130101,20110318
08342138,B2,16,,13061520,20130101,20090901
08342139,B2,18,,12349036,20130101,20090106
08342140,B2,19,,13437858,20130101,20120402
08342141,B2,10,,12446239,20130101,20071016
08342142,B2,19,,12449470,20130101,20080226
08342143,B2,13,,12674846,20130101,20090116
08342144,B2,5,,12743070,20130101,20081027
08342145,B2,15,,11372570,20130101,20060310
08342146,B2,6,,12608398,20130101,20091029
08342147,B2,9,,12529348,20130101,20080213
08342148,B2,20,,11307059,20130101,20060120
08342149,B2,7,,12065057,20130101,20060816
08342150,B2,31,,12369569,20130101,20090211
08342151,B2,6,,12338093,20130101,20081218
08342152,B2,17,,12361058,20130101,20090128
08342153,B2,8,,12424397,20130101,20090415
08342154,B2,12,,12899811,20130101,20101007
08342155,B2,14,,12753360,20130101,20100402
08342156,B2,17,,12548651,20130101,20090827
08342157,B2,14,,12707728,20130101,20100218
08342158,B2,17,,13461591,20130101,20120501
08342159,B2,34,,12850933,20130101,20100805
08342160,B2,8,,13434973,20130101,20120330
08342161,B2,9,,12016742,20130101,20080118
08342162,B2,27,,13021527,20130101,20110204
08342163,B2,8,,12674633,20130101,20080822
08342164,B2,21,,12463142,20130101,20090508
08342165,B2,14,,12328268,20130101,20081204
08342166,B2,24,,12117051,20130101,20080508
08342167,B2,19,,12932531,20130101,20110228
08342168,B2,17,,12057534,20130101,20080328
08342169,B2,19,,12383353,20130101,20090323
08342170,B2,5,,12467606,20130101,20090518
08342171,B2,26,,13357641,20130101,20120125
08342172,B2,16,,12525540,20130101,20080203
08342173,B2,40,,11880217,20130101,20070719
08342174,B2,11,,12098601,20130101,20080407
08342175,B2,18,,12098612,20130101,20080407
08342176,B2,37,,12973095,20130101,20101220
08342177,B2,18,,12565267,20130101,20090923
08342178,B2,23,,12396034,20130101,20090302
08342179,B2,24,,12385487,20130101,20090409
08342180,B2,23,,12190663,20130101,20080813
08342181,B2,26,,12308471,20130101,20070615
08342182,B2,5,,11845296,20130101,20070827
08342183,B2,43,,11716985,20130101,20070310
08342184,B2,9,,13091920,20130101,20110421
08342185,B2,4,,12958108,20130101,20101201
08342186,B2,20,,12895425,20130101,20100930
08342187,B2,4,,12919086,20130101,20090217
08342188,B2,13,,12373674,20130101,20070705
08342189,B2,8,,12752962,20130101,20100401
08342190,B2,4,,13118344,20130101,20110527
08342191,B2,36,,12690834,20130101,20100120
08342192,B2,10,,12161170,20130101,20070111
08342193,B2,19,,10593701,20130101,20050318
08342194,B2,12,,12063853,20130101,20060810
08342195,B2,37,,12043107,20130101,20080305
08342196,B2,16,,13052703,20130101,20110321
08342197,B2,19,,13009848,20130101,20110120
08342198,B2,15,,12547253,20130101,20090825
08342199,B2,18,,12477592,20130101,20090603
08342200,B1,13,,12804400,20130101,20100720
08342201,B2,7,,12479977,20130101,20090608
08342202,B2,9,,12532565,20130101,20080319
08342203,B2,9,,13347693,20130101,20120110
08342204,B2,25,,12000571,20130101,20071213
08342205,B2,2,,12662238,20130101,20100407
08342206,B2,20,,12857696,20130101,20100817
08342207,B2,25,,12066840,20130101,20060922
08342208,B2,1,,12516418,20130101,20071129
08342209,B2,6,,12096094,20130101,20061205
08342210,B2,25,,12922876,20130101,20090318
08342211,B2,20,,12824039,20130101,20100625
08342212,B2,6,,11915150,20130101,20060523
08342213,B2,19,,12845234,20130101,20100728
08342214,B2,17,,12377953,20130101,20070822
08342215,B2,5,,12535470,20130101,20090804
08342216,B2,8,,12360135,20130101,20090127
08342217,B2,6,,12445954,20130101,20061204
08342218,B2,17,,12314254,20130101,20081205
08342219,B2,6,,13179999,20130101,20110711
08342220,B2,6,,12309683,20130101,20060728
08342221,B2,1,,13159733,20130101,20110614
08342222,B2,12,,12959087,20130101,20101202
08342223,B2,22,,12426080,20130101,20090417
08342224,B2,12,,13065756,20130101,20110329
08342225,B2,18,,11577651,20130101,20051024
08342226,B2,14,,12924297,20130101,20100923
08342227,B2,20,,12869850,20130101,20100827
08342228,B2,18,,12624886,20130101,20091124
08342229,B1,22,,12588579,20130101,20091020
08342230,B2,8,,12985886,20130101,20110106
08342231,B2,7,,13296597,20130101,20111115
08342232,B2,19,,12096275,20130101,20060925
08342233,B2,8,,13148858,20130101,20100820
08342234,B2,6,,12157232,20130101,20080608
08342235,B2,19,,12370688,20130101,20090213
08342236,B2,17,,12559979,20130101,20090915
08342237,B1,20,,13407214,20130101,20120228
08342238,B2,19,,12578390,20130101,20091013
08342239,B2,16,,13438663,20130101,20120403
08342240,B2,23,,12490148,20130101,20090623
08342241,B2,15,,12642212,20130101,20091218
08342242,B2,27,,12618067,20130101,20091113
08342243,B2,14,,12448544,20130101,20071115
08342244,B2,19,,13250176,20130101,20110930
08342245,B2,8,,13324450,20130101,20111213
08342246,B2,20,,13358820,20130101,20120126
08342247,B2,22,,11409518,20130101,20060421
08342248,B2,26,,12594428,20130101,20080208
08342249,B2,24,,12840658,20130101,20100721
08342250,B2,16,,12869479,20130101,20100826
08342251,B2,20,,12523441,20130101,20080121
08342252,B2,1,,12411876,20130101,20090326
08342253,B2,6,,13069359,20130101,20110322
08342254,B2,6,,13338341,20130101,20111228
08342255,B2,19,,12608453,20130101,20091029
08342256,B2,20,,12826263,20130101,20100629
08342257,B2,6,,12708062,20130101,20100218
08342258,B2,7,,12693910,20130101,20100126
08342259,B2,18,,13506207,20130101,20120404
08342260,B2,8,,11639605,20130101,20061215
08342261,B2,6,,12810092,20130101,20081217
08342262,B2,13,,13422690,20130101,20120316
08342263,B2,28,,12631443,20130101,20091204
08342264,B1,20,,12719304,20130101,20100308
08342265,B2,6,,12388289,20130101,20090218
08342266,B2,16,,13048707,20130101,20110315
08342267,B1,31,,12559933,20130101,20090915
08342268,B2,22,,12539412,20130101,20090811
08342269,B1,32,,13284713,20130101,20111028
08342270,B2,17,,12450357,20130101,20080408
08342271,B2,10,,11970199,20130101,20080107
08342272,B2,3,,10906821,20130101,20050308
08342273,B2,9,,12778451,20130101,20100512
08342274,B2,10,,13056045,20130101,20090828
08342275,B2,6,,12120016,20130101,20080513
08342276,B2,14,,12866518,20130101,20090122
08342277,B2,10,,12562372,20130101,20090918
08342278,B2,24,,12318830,20130101,20090109
08342279,B1,11,,12563642,20130101,20090921
08342280,B2,3,,13569928,20130101,20120808
08342281,B2,43,,12800174,20130101,20100510
08342282,B2,14,,12999877,20130101,20090610
08342283,B2,12,,12240125,20130101,20080929
08342284,B2,5,,13392376,20130101,20100901
08342285,B2,18,,13073177,20130101,20110328
08342286,B2,20,,12891298,20130101,20100927
08342287,B2,10,,12867488,20130101,20090210
08342288,B2,29,,13028007,20130101,20110215
08342289,B2,14,,11919183,20130101,20060427
08342290,B2,18,,12489971,20130101,20090623
08342291,B2,12,,12742780,20130101,20081112
08342292,B2,16,,12450752,20130101,20080410
08342293,B2,10,,12860202,20130101,20100820
08342294,B2,7,,11994963,20130101,20060110
08342295,B2,11,,13175717,20130101,20110701
08342296,B2,4,,12825439,20130101,20100629
08342297,B2,7,,13426750,20130101,20120322
08342298,B2,17,,12681420,20130101,20081001
08342299,B2,17,,10907848,20130101,20050418
08342300,B2,11,,12267020,20130101,20081107
08342301,B2,15,,11712670,20130101,20070301
08342302,B2,12,,12782643,20130101,20100518
08342303,B2,18,,11878271,20130101,20070723
08342304,B2,9,,12383853,20130101,20090326
08342305,B2,2,,12861843,20130101,20100824
08342306,B2,14,,13088062,20130101,20110415
08342307,B2,18,,11904095,20130101,20070925
08342308,B2,30,,12384474,20130101,20090404
08342309,B2,7,,12528721,20130101,20080122
08342310,B2,9,,12823801,20130101,20100625
08342311,B2,13,,13056430,20130101,20090729
08342312,B2,5,,13186182,20130101,20110719
08342313,B2,9,,12666408,20130101,20080715
08342314,B2,17,,13025914,20130101,20110211
08342315,B2,18,,12736615,20130101,20090401
08342316,B2,18,,13054741,20130101,20090117
08342317,B2,11,,13243115,20130101,20110923
08342318,B2,16,,12945330,20130101,20101112
08342319,B2,20,,12793744,20130101,20100604
08342320,B2,20,,12088304,20130101,20060929
08342321,B2,19,,12526505,20130101,20080212
08342322,B2,8,,13112216,20130101,20110520
08342323,B2,10,,12648698,20130101,20091229
08342324,B2,16,,12764487,20130101,20100421
08342325,B2,20,,13272156,20130101,20111012
08342326,B1,1,,13469322,20130101,20120511
08342327,B1,26,,13295492,20130101,20111114
08342328,B2,20,,12906413,20130101,20101018
08342329,B2,3,,12893258,20130101,20100929
08342330,B2,22,,12804311,20130101,20100719
08342331,B2,29,,13103247,20130101,20110509
08342332,B2,5,,13043827,20130101,20110309
08342333,B2,15,,13226160,20130101,20110906
08342334,B2,18,,12790017,20130101,20100528
08342335,B2,33,,12760741,20130101,20100415
08342336,B2,24,,12867710,20130101,20090210
08342337,B1,14,,12731229,20130101,20100325
08342338,B2,22,,12728924,20130101,20100322
08342339,B2,15,,12008557,20130101,20080111
08342340,B2,20,,13400654,20130101,20120221
08342341,B2,13,,12779997,20130101,20100514
08342342,B1,1,,12827008,20130101,20100630
08342343,B2,15,,11961525,20130101,20071220
08342344,B2,25,,12351491,20130101,20090109
08342345,B2,20,,12622599,20130101,20091120
08342346,B2,8,,12890572,20130101,20100924
08342347,B2,14,,12587530,20130101,20091008
08342348,B2,9,,12716338,20130101,20100303
08342349,B2,18,,12699168,20130101,20100203
08342350,B2,9,,12179125,20130101,20080724
08342351,B2,8,,11833715,20130101,20070803
08342352,B2,17,,12877948,20130101,20100908
08342353,B2,48,,11893174,20130101,20070815
08342354,B2,3,,11133501,20130101,20050520
08342355,B2,20,,12811173,20130101,20090123
08342356,B2,19,,12751401,20130101,20100331
08342357,B1,20,,12535501,20130101,20090804
08342358,B2,10,,12069904,20130101,20080212
08342359,B2,7,,12857042,20130101,20100816
08342360,B2,10,,11112430,20130101,20050422
08342361,B2,8,,12894023,20130101,20100929
08342362,B2,23,,13142767,20130101,20091228
